disease,page_url,image_url,filename
dermatitis,https://dermnetnz.org/topics/psoriasis,https://dermnetnz.org/assets/Uploads/scaly/ppps16.jpg,01aed0d4f39a3cc6914e277c71af2dd6.jpg
dermatitis,https://dermnetnz.org/topics/bacterial-skin-infections,https://dermnetnz.org/assets/Uploads/bacterial/cell-leg.jpg,56d43c6fc714befef311ba2cd7dff872.jpg
dermatitis,https://dermnetnz.org/topics/psoriasis,https://dermnetnz.org/assets/Uploads/scaly/w/scalp-psoriasis-01.jpg,7cbe015bae34f98f7e370907a73225bc.jpg
dermatitis,https://dermnetnz.org/topics/bacterial-skin-infections,https://dermnetnz.org/assets/Uploads/bacterial/pseudomonas-01-s.jpg,9de21b1118d600cd8c8894eb8cb5474a.jpg
dermatitis,https://dermnetnz.org/topics/psoriasis,https://dermnetnz.org/assets/Uploads/scaly/guttate-psoriasis/2754.jpg,c8abd7fbf59046ac5148761c4dbf3ba6.jpg
dermatitis,https://dermnetnz.org/topics/bacterial-skin-infections,https://dermnetnz.org/assets/collection/Impetigo/impetigo-0010.jpg,c04603b011c92e39540ce1138918b254.jpg
dermatitis,https://dermnetnz.org/topics/psoriasis,https://dermnetnz.org/assets/Uploads/psoriatic-nail-037.jpg,2835853cfe70d398178209e9e25cadeb.jpg
dermatitis,https://dermnetnz.org/topics/bacterial-skin-infections,https://dermnetnz.org/assets/collection/Pitted-keratolysis/pitted-keratolysis-0001.jpg,e33e1adb153a3cec4cfa5c8eec98a769.jpg
dermatitis,https://dermnetnz.org/topics/bacterial-skin-infections,https://dermnetnz.org/assets/Uploads/bacterial/syph10.jpg,44f4eb20aa37a09dda4bc8698315c513.jpg
dermatitis,https://dermnetnz.org/topics/psoriasis,https://dermnetnz.org/assets/Uploads/scaly/ps4.jpg,68c6b8612b8663d7874f904f328229b6.jpg
dermatitis,https://dermnetnz.org/topics/psoriasis,https://dermnetnz.org/assets/Uploads/scaly/a/scalp-psoriasis.jpg,a68d099b69db4112e438c82da8fe3303.jpg
dermatitis,https://dermnetnz.org/topics/psoriasis,https://dermnetnz.org/assets/Uploads/scaly/ps6.jpg,f83c54f08624ab0da60a418e20e4f334.jpg
dermatitis,https://dermnetnz.org/topics/psoriasis,https://dermnetnz.org/assets/Uploads/scaly/ppps14.jpg,09bca5dc76181403bc303e53c4518e11.jpg
dermatitis,https://dermnetnz.org/topics/psoriasis,https://dermnetnz.org/assets/Uploads/doctors/scaly-rashes/images/ps-e2.jpg,8068d85eb9e0cf67e9bdb1fdd08815e0.jpg
dermatitis,https://dermnetnz.org/topics/psoriasis,https://dermnetnz.org/assets/collection-O/Psoriasis-in-skin-of-colour-v2/psoriasis-00055.jpg,a1150c0adfebda6b65407453c45d9dca.jpg
dermatitis,https://dermnetnz.org/topics/psoriasis,https://dermnetnz.org/assets/Uploads/scaly/genital-psoriasis-12.jpg,218c62a9faef56758ccfe39bb578c7cb.jpg
dermatitis,https://dermnetnz.org/topics/nemolizumab,https://dermnetnz.org/assets/collection/Nodular-prurigo/nodular-prurigo-0026.jpg,5bc1c4fb84e5a202cddebaa6805b2b16.jpg
dermatitis,https://dermnetnz.org/topics/nemolizumab,https://dermnetnz.org/assets/collection/Nodular-prurigo/nodular-prurigo-0022.jpg,37b41a8aa103e89a3684536bf85cab69.jpg
dermatitis,https://dermnetnz.org/topics/nemolizumab,https://dermnetnz.org/assets/Uploads/figure-1-itch2.jpg,2ccbbf85789c1ae21b788549612e48ba.jpg
dermatitis,https://dermnetnz.org/topics/janus-kinase-inhibitors,https://dermnetnz.org/assets/Non-clinical-images/JAKi-pathway-2020-Singh.jpg,d2e0944d0e4e23c298e16929b4ee48ff.jpg
dermatitis,https://dermnetnz.org/topics/chronic-superficial-scaly-dermatitis,https://dermnetnz.org/assets/collection/Chronic-superficial-scaly-dermatitis/chronic-superficial-scaly-dermatitis-0016.jpg,606de305e65f460eb980a0a1d433c3b9.jpg
dermatitis,https://dermnetnz.org/topics/chronic-superficial-scaly-dermatitis,https://dermnetnz.org/assets/collection/Chronic-superficial-scaly-dermatitis/chronic-superficial-scaly-dermatitis-0009.jpg,c2ee06dcf8133674889978e682cd3aba.jpg
dermatitis,https://dermnetnz.org/topics/chronic-superficial-scaly-dermatitis,https://dermnetnz.org/assets/collection/Chronic-superficial-scaly-dermatitis/chronic-superficial-scaly-dermatitis-0001.jpg,48477b815165c04a17fd81454a73f68b.jpg
dermatitis,https://dermnetnz.org/topics/chronic-superficial-scaly-dermatitis,https://dermnetnz.org/assets/collection/Chronic-superficial-scaly-dermatitis/chronic-superficial-scaly-dermatitis-0013.jpg,847d5971b163ee21193562aebe885b5c.jpg
dermatitis,https://dermnetnz.org/topics/chronic-superficial-scaly-dermatitis,https://dermnetnz.org/assets/collection/Chronic-superficial-scaly-dermatitis/chronic-superficial-scaly-dermatitis-0002.jpg,1c6f091ac8bb3c05cdab1157ed01ceb6.jpg
dermatitis,https://dermnetnz.org/topics/chronic-superficial-scaly-dermatitis,https://dermnetnz.org/assets/collection/Chronic-superficial-scaly-dermatitis/chronic-superficial-scaly-dermatitis-0005.jpg,764d66d20a31889a63f948568dcd67fc.jpg
dermatitis,https://dermnetnz.org/topics/photosensitivity,https://dermnetnz.org/assets/Uploads/reactions/photosensitivity2.jpg,e04b47670407260f4e1686f817623c23.jpg
dermatitis,https://dermnetnz.org/topics/photosensitivity,https://dermnetnz.org/assets/Uploads/reactions/photosensitivity1.jpg,37a5047cc34a7a5eda67b99d80191c02.jpg
dermatitis,https://dermnetnz.org/topics/photosensitivity,https://dermnetnz.org/assets/collection/Chronic-actinic-dermatitis/chronic-actinic-dermatitis-0026.jpg,18816c4382a5e6916a3480399e6e0226.jpg
dermatitis,https://dermnetnz.org/topics/bullous-pemphigoid,https://dermnetnz.org/assets/Uploads/immune/s/bulpem6.jpg,2344055899304d378648b491f6f4c134.jpg
dermatitis,https://dermnetnz.org/topics/bullous-pemphigoid,https://dermnetnz.org/assets/Uploads/immune/bulpem1.jpg,12bb7d400f8f26e1fda6c7518107239b.jpg
dermatitis,https://dermnetnz.org/topics/bullous-pemphigoid,https://dermnetnz.org/assets/Uploads/immune/s/bulpem5.jpg,f3ebb41d3a7627dec54047b52f2c289e.jpg
dermatitis,https://dermnetnz.org/topics/bullous-pemphigoid,https://dermnetnz.org/assets/Uploads/immune/bulpem4.jpg,b2c31051232b494e54e1c7023290e9c0.jpg
dermatitis,https://dermnetnz.org/topics/emollients-and-moisturisers,https://dermnetnz.org/assets/Non-clinical-images/various-kinds-of-emollients.jpg,52fb7f17f4afc4629e7bf816d230268f.jpg
dermatitis,https://dermnetnz.org/topics/bullous-pemphigoid,https://dermnetnz.org/assets/Uploads/immune/bulpem2.jpg,a738baa188b998608a9ce76c21229836.jpg
dermatitis,https://dermnetnz.org/topics/bullous-pemphigoid,https://dermnetnz.org/assets/collection-O/Bullous-pemphigoid/bullous-pemphigoid-00095.jpg,ba1159ac73d2724b50e77e007ed9cf68.jpg
dermatitis,https://dermnetnz.org/topics/emollients-and-moisturisers,https://dermnetnz.org/assets/Non-clinical-images/emollient-self-selection-bag-v2.jpg,0e431838c7f3e107d04310fbd49e66ae.jpg
dermatitis,https://dermnetnz.org/topics/systemic-lupus-erythematosus,https://dermnetnz.org/assets/Uploads/immune/subacute-lupus-01.jpg,63c22c533db72d6b3992283996699620.jpg
dermatitis,https://dermnetnz.org/topics/systemic-lupus-erythematosus,https://dermnetnz.org/assets/Uploads/immune/sle-13.jpg,a788b46af301bfb46e8010126129e821.jpg
dermatitis,https://dermnetnz.org/topics/systemic-lupus-erythematosus,https://dermnetnz.org/assets/Uploads/immune/sle-51.jpg,44789b4ce358086a0cca29948e9003d4.jpg
dermatitis,https://dermnetnz.org/topics/systemic-lupus-erythematosus,https://dermnetnz.org/assets/Uploads/immune/w/cdle-01.jpg,4af66208e1238c3d878f5eb3876e4fb8.jpg
dermatitis,https://dermnetnz.org/topics/systemic-lupus-erythematosus,https://dermnetnz.org/assets/Uploads/immune/w/sle-52.jpg,ebfe82e2671e8b5dac8cb441045e1dc1.jpg
dermatitis,https://dermnetnz.org/topics/systemic-lupus-erythematosus,https://dermnetnz.org/assets/Uploads/immune/cdle-04.jpg,f79924adfdd7646c089551e20f18627b.jpg
dermatitis,https://dermnetnz.org/topics/systemic-lupus-erythematosus,https://dermnetnz.org/assets/Uploads/immune/w/sle-28.jpg,c60d7d530edd116b8748e3e67be52ee2.jpg
dermatitis,https://dermnetnz.org/topics/systemic-lupus-erythematosus,https://dermnetnz.org/assets/Uploads/immune/w/sle-55.jpg,d4651969c8594172c003dce4b0e004f4.jpg
dermatitis,https://dermnetnz.org/topics/intraepidermal-squamous-cell-carcinoma,https://dermnetnz.org/assets/Uploads/lesions/bd2.jpg,9b66c5ccf67f13b5d912004ba25278f7.jpg
dermatitis,https://dermnetnz.org/topics/systemic-lupus-erythematosus,https://dermnetnz.org/assets/Uploads/immune/w/sle-47.jpg,71691860d995ca5369b69e52c40b1dca.jpg
dermatitis,https://dermnetnz.org/topics/systemic-lupus-erythematosus,https://dermnetnz.org/assets/Uploads/immune/subacute-lupus-02.jpg,1e0b5d97ebd9c71a597764072a6fa8e8.jpg
dermatitis,https://dermnetnz.org/topics/intraepidermal-squamous-cell-carcinoma,https://dermnetnz.org/assets/Uploads/doctors/dermoscopy-course/images/nail-nonpigmented1.jpg,1e12886478cbe745b47771272d479086.jpg
dermatitis,https://dermnetnz.org/topics/systemic-lupus-erythematosus,https://dermnetnz.org/assets/Uploads/immune/w/sle-23.jpg,3be3be0f8fbe5aa5ec7961d3c4fb7e43.jpg
dermatitis,https://dermnetnz.org/topics/intraepidermal-squamous-cell-carcinoma,https://dermnetnz.org/assets/Uploads/lesions/bd3.jpg,00d798ffdbe2fbbc8d752c3de73e5cce.jpg
dermatitis,https://dermnetnz.org/topics/systemic-lupus-erythematosus,https://dermnetnz.org/assets/Uploads/immune/sle-05.jpg,5e8221193df9040444f88170bef151b5.jpg
dermatitis,https://dermnetnz.org/topics/intraepidermal-squamous-cell-carcinoma,https://dermnetnz.org/assets/Uploads/lesions/bd1.jpg,892f19cf0fb54f325ad8e958dbf485d9.jpg
dermatitis,https://dermnetnz.org/topics/systemic-lupus-erythematosus,https://dermnetnz.org/assets/Uploads/immune/w/cdle-03.jpg,8678651c3993430e78f92ba58202ff25.jpg
dermatitis,https://dermnetnz.org/topics/intraepidermal-squamous-cell-carcinoma,https://dermnetnz.org/assets/Uploads/hair-nails-sweat/a/bowens-disease.jpg,1d936d728dff6b72b7bfc984973fc35f.jpg
dermatitis,https://dermnetnz.org/topics/systemic-lupus-erythematosus,https://dermnetnz.org/assets/Uploads/immune/subacute-lupus-03.jpg,3c999d9f5286d1577897e5de071ef0bf.jpg
dermatitis,https://dermnetnz.org/topics/intraepidermal-squamous-cell-carcinoma,https://dermnetnz.org/assets/Uploads/hair-nails-sweat/a/bowens-disease-2.jpg,a326273f91ee6248eec06dae35e824d0.jpg
dermatitis,https://dermnetnz.org/topics/systemic-lupus-erythematosus,https://dermnetnz.org/assets/Uploads/immune/w/sle-01.jpg,b646f7e2093d45ea3b21e4aa43c6bf55.jpg
dermatitis,https://dermnetnz.org/topics/potassium-permanganate,https://dermnetnz.org/assets/Non-clinical-images/KMnO4-soft-paraffin-application-pre-treatment.jpg,b9581f0684461d75cb635c5b71a495c5.jpg
dermatitis,https://dermnetnz.org/topics/pimecrolimus,https://dermnetnz.org/assets/Non-clinical-images/pimecrolimus-cream.jpg,5a03a95641e23403276d5f9b0c815b90.jpg
dermatitis,https://dermnetnz.org/topics/potassium-permanganate,https://dermnetnz.org/assets/Non-clinical-images/KMnO4-foot-soak-treatment-step-2.jpg,6e8bd3d9919fc0ed4f6826521d2208d1.jpg
dermatitis,https://dermnetnz.org/topics/potassium-permanganate,https://dermnetnz.org/assets/Non-clinical-images/KMnO4-foot-soak-treatment-step-1.jpg,47aa165aebffd9f2d7a25da90691adb2.jpg
dermatitis,https://dermnetnz.org/topics/potassium-permanganate,https://dermnetnz.org/assets/Non-clinical-images/KMnO4-cutaneous-stain-post-treatment.jpg,0ff11859886e728a0dc3507c25a10a4b.jpg
dermatitis,https://dermnetnz.org/topics/potassium-permanganate,https://dermnetnz.org/assets/Non-clinical-images/KMnO4-therapeutic-solution.jpg,f29c38e9d1f9a9b5165e9ae0a42f0541.jpg
dermatitis,https://dermnetnz.org/topics/potassium-permanganate,https://dermnetnz.org/assets/Non-clinical-images/KMnO4-concentrated-solution.jpg,8b9e820d88f320d02ae4a0d2d5229864.jpg
dermatitis,https://dermnetnz.org/topics/upadacitinib,https://dermnetnz.org/assets/Uploads/doctors/dermatitis/images/ecz-atopic1.jpg,9fa99eb2cde529e6dcae288a05ec4aa3.jpg
dermatitis,https://dermnetnz.org/topics/books-about-the-skin/,https://dermnetnz.org/assets/Uploads/statpearls-dermatology2.jpeg,228ab7f0a8632681f6174c6bf3b75a48.jpeg
dermatitis,https://dermnetnz.org/topics/books-about-the-skin/,https://dermnetnz.org/assets/Uploads/Mosbys-Dictionary-of-Medicine-Nursing-and-Health-Professions-Australian-New-Zealand-Edition-Dr-Amanda-Oakley2.jpg,f6cbefafa6539d64a312c1e8e7306704.jpg
dermatitis,https://dermnetnz.org/topics/books-about-the-skin/,https://dermnetnz.org/assets/Uploads/essential-dermatopathology-anthony-yung2.jpg,af3f5f7fef3812588f12fa7ab91f7676.jpg
dermatitis,https://dermnetnz.org/topics/books-about-the-skin/,https://dermnetnz.org/assets/Uploads/differential-diagnosis-dermatology-richard-ashton-fifth.jpg,590d3e117561cb5c0190ac66e2c8cb37.jpg
dermatitis,https://dermnetnz.org/topics/eyelid-contact-dermatitis,https://dermnetnz.org/assets/Uploads/dermatitis/w/eyelid-dermatitis-02.jpg,556cc3ca7a4dbce8e7f21148f0de06bb.jpg
dermatitis,https://dermnetnz.org/topics/books-about-the-skin/,https://dermnetnz.org/assets/Uploads/Dermatoscopy-skin-cancer.jpg,59cd4347cfa0e5b86e5b32bf2bd18fd2.jpg
dermatitis,https://dermnetnz.org/topics/books-about-the-skin/,https://dermnetnz.org/assets/Uploads/paed-derm-bk3.jpg,118b26ab602bbf719cb3c60a48904dd2.jpg
dermatitis,https://dermnetnz.org/topics/eyelid-contact-dermatitis,https://dermnetnz.org/assets/Uploads/dermatitis/w/eyelid-dermatitis-01.jpg,85edfaf935cda22dd7411f05c9c4d0fb.jpg
dermatitis,https://dermnetnz.org/topics/books-about-the-skin/,https://dermnetnz.org/assets/Uploads/Teledermatology-Dr-Amanda-Oakley.jpg,e0a19e113fc548d0c0a53c61cc582390.jpg
dermatitis,https://dermnetnz.org/topics/eyelid-contact-dermatitis,https://dermnetnz.org/assets/Uploads/dermatitis/s/eyelid-dermatitis-03.jpg,aca8972cc5d6c7deb393c909efe526e0.jpg
dermatitis,https://dermnetnz.org/topics/books-about-the-skin/,https://dermnetnz.org/assets/Uploads/dermatology-made-easy-amanda-oakley-2-copy.jpg,0084eb76861a98e5abf28bc32c5657a6.jpg
dermatitis,https://dermnetnz.org/topics/topical-steroid,https://dermnetnz.org/assets/Uploads/fungal/titin.jpg,c2a5b2ec232e71af6a85012837476b98.jpg
dermatitis,https://dermnetnz.org/topics/topical-steroid,https://dermnetnz.org/assets/Uploads/treatments/steroid-vehicles.jpg,3111c6b2be249deff1b0b0b21d76bd09.jpg
dermatitis,https://dermnetnz.org/topics/topical-steroid,https://dermnetnz.org/assets/Uploads/treatments/ftu.jpg,aebdc1cad0d3339bec7c819428c1bc11.jpg
dermatitis,https://dermnetnz.org/topics/topical-steroid,https://dermnetnz.org/assets/Uploads/treatments/steroid2.jpg,e67549bbdc194a06ac16b2c2b8028a8f.jpg
dermatitis,https://dermnetnz.org/topics/topical-steroid,https://dermnetnz.org/assets/Uploads/treatments/localised-pustular-psoriasis.jpg,0ba067ca0dd47bda79e456e3455deced.jpg
dermatitis,https://dermnetnz.org/topics/methotrexate,https://dermnetnz.org/assets/Uploads/SCORAD/atopic-swollen-2.jpg,b63b479a589bc088ab08e19624135178.jpg
dermatitis,https://dermnetnz.org/topics/topical-steroid,https://dermnetnz.org/assets/Uploads/treatments/steroid4.jpg,3e91e87c9b50c758a02652f56eb26ad3.jpg
dermatitis,https://dermnetnz.org/topics/methotrexate,https://dermnetnz.org/assets/Uploads/reactions/psoriasis02.jpg,3713639ce0f10c4024a2f19f10a20004.jpg
dermatitis,https://dermnetnz.org/topics/topical-steroid,https://dermnetnz.org/assets/Uploads/treatments/steroid1.jpg,974196794cc7307289de7fc78c1157b1.jpg
dermatitis,https://dermnetnz.org/topics/methotrexate,https://dermnetnz.org/assets/Uploads/reactions/w/targetoid-12.jpg,859a8ac84fdd37ebf1b80dbcafc7c878.jpg
dermatitis,https://dermnetnz.org/topics/topical-steroid,https://dermnetnz.org/assets/Uploads/treatments/steroid3.jpg,a7bc76625b6df4b4901a50ddac50138e.jpg
dermatitis,https://dermnetnz.org/topics/miliaria,https://dermnetnz.org/assets/Uploads/hair-nails-sweat/miliaria1.jpg,34388b02f861024d0f44e29226e6baa4.jpg
dermatitis,https://dermnetnz.org/topics/miliaria,https://dermnetnz.org/assets/Uploads/hair-nails-sweat/miliaria2.jpg,edf8785b24775936604db8442236e84d.jpg
dermatitis,https://dermnetnz.org/topics/miliaria,https://dermnetnz.org/assets/Uploads/hair-nails-sweat/miliaria3.jpg,cca1f68d081f9bc9803bc65225277a5d.jpg
dermatitis,https://dermnetnz.org/images/superficial-basal-cell-carcinoma-images,https://dermnetnz.org/assets/Uploads/bcc-7-derm.jpg,847f7bb252156a040d68cb3fe2507f27.jpg
dermatitis,https://dermnetnz.org/images/superficial-basal-cell-carcinoma-images,https://dermnetnz.org/assets/Uploads/Superficial-basal-cell-carcinoma-33.jpg,8f19347df32369b1b587a20b7a7935dd.jpg
dermatitis,https://dermnetnz.org/images/superficial-basal-cell-carcinoma-images,https://dermnetnz.org/assets/Uploads/Superficial-basal-cell-carcinoma-27.jpg,becb1b40ceeb0d145c2219134dae6e1f.jpg
dermatitis,https://dermnetnz.org/images/superficial-basal-cell-carcinoma-images,https://dermnetnz.org/assets/Uploads/sbcc-leg-21-dn.jpg,afe559bf7d933794b9e4aec0a777fe7c.jpg
dermatitis,https://dermnetnz.org/images/superficial-basal-cell-carcinoma-images,https://dermnetnz.org/assets/Uploads/sbcc-leg-15-dn.jpg,38bce60e472d5b85ae03f465aa845960.jpg
dermatitis,https://dermnetnz.org/images/superficial-basal-cell-carcinoma-images,https://dermnetnz.org/assets/Uploads/sbcc-arm-dn.jpg,25dfcd545f84425950db393c4cc6ba7c.jpg
dermatitis,https://dermnetnz.org/images/superficial-basal-cell-carcinoma-images,https://dermnetnz.org/assets/Uploads/Superficial-basal-cell-carcinoma-.jpg,adb5006dfb642f04c96e24444555ae6f.jpg
dermatitis,https://dermnetnz.org/topics/cutaneous-t-cell-lymphoma,https://dermnetnz.org/assets/Uploads/mycosis-fungoides-16.jpg,d27663014264f9804623bf8bc29febc8.jpg
dermatitis,https://dermnetnz.org/images/superficial-basal-cell-carcinoma-images,https://dermnetnz.org/assets/Uploads/sbcc-arm-24-wdhb.jpg,538fcbad9213ac6274fa57c7dd832f62.jpg
dermatitis,https://dermnetnz.org/topics/cutaneous-t-cell-lymphoma,https://dermnetnz.org/assets/Uploads/mycosis-fungoides-plaque-17.jpg,c728fa2ec57e70544891d181037477e4.jpg
dermatitis,https://dermnetnz.org/images/superficial-basal-cell-carcinoma-images,https://dermnetnz.org/assets/Uploads/Superficial-basal-cell-carcinoma-26.jpg,1e9fd1e61eb93991bf3a8d4a353cf090.jpg
dermatitis,https://dermnetnz.org/topics/cutaneous-t-cell-lymphoma,https://dermnetnz.org/assets/Uploads/mycosis-fungoides-plaque-07.jpg,216a3727fc6b8dd719eb8b33cbf47ded.jpg
dermatitis,https://dermnetnz.org/images/superficial-basal-cell-carcinoma-images,https://dermnetnz.org/assets/Uploads/Superficial-basal-cell-carcinoma-7.jpg,53dce0614dd1e2f61a53f06a8bac080a.jpg
dermatitis,https://dermnetnz.org/topics/cutaneous-t-cell-lymphoma,https://dermnetnz.org/assets/Uploads/figure-20-itch-v2.jpg,ecf3bc524734e23f0bd190bed69c17d3.jpg
dermatitis,https://dermnetnz.org/images/superficial-basal-cell-carcinoma-images,https://dermnetnz.org/assets/Uploads/lesions/w/bcc-101.jpg,8b4f00ed4257e6cedabbd669653e49f1.jpg
dermatitis,https://dermnetnz.org/topics/cutaneous-t-cell-lymphoma,https://dermnetnz.org/assets/Uploads/dermal-infiltrative/ctcl3.jpg,166256e56bbc79933385e5a02b75fbf2.jpg
